1,2,12,3,18,2,1,10150
2,3,12,3,18,2,2,10150
3,4,12,3,18,2,2,10150
4,6,2,1,1,1,2,10150
5,7,11,1,6,1,2,10150
6,8,2,1,3,1,2,10150
7,10,1,5,1,1,2,10150
8,11,6,2,17,3,2,10150
9,12,1,5,1,1,2,10250
10,13,1,5,1,1,2,10350
11,14,1,5,1,1,2,10850
12,15,1,5,1,1,2,10950
13,16,1,5,1,1,2,10550
14,17,12,3,18,2,1,10150
15,18,12,3,18,2,2,10150
16,19,12,3,18,2,1,10150
17,21,12,3,18,2,2,10350
18,28,12,3,18,2,1,10150
19,31,12,3,17,3,2,10150
20,32,12,3,18,2,2,10150
21,34,12,3,18,2,2,10150
22,35,23,4,1,1,2,10150
23,36,22,4,1,1,2,10150
24,37,22,4,1,1,2,10150
25,38,21,4,1,1,2,10157
26,39,21,4,1,1,1,10154
27,40,21,4,1,1,2,10161
28,41,21,4,1,1,2,10166
29,42,21,4,1,1,1,10158
30,44,21,4,1,1,1,10152
31,45,21,4,1,1,1,10153
32,46,21,4,1,1,2,10162
33,47,21,4,1,1,2,10167
34,48,21,4,1,1,2,10168
35,49,22,4,1,1,2,10450
36,50,22,4,1,1,2,11050
37,51,22,4,1,1,1,10750
38,52,22,4,1,1,1,10251
39,53,21,4,1,1,1,10451
40,54,21,4,1,1,1,10357
41,55,21,4,1,1,1,10353
42,56,21,4,1,1,1,10354
43,57,21,4,1,1,2,11150
44,58,21,4,1,1,1,11151
45,59,21,4,1,1,1,11450
46,60,21,4,1,1,1,10556
47,61,21,4,1,1,1,11250
48,62,21,4,1,1,1,11352
49,63,21,4,1,1,1,11253
50,64,24,4,1,1,2,11550
51,65,22,4,1,1,2,10650
52,66,21,4,1,1,1,10650
53,67,22,4,1,1,1,10853
54,68,21,4,1,1,1,10952
55,69,21,4,1,1,1,10955
56,70,21,4,1,1,1,10954
57,71,21,4,1,1,2,10165
58,72,21,4,1,1,2,10170
59,73,22,4,1,1,1,11550
60,74,21,4,1,1,2,10163
61,75,21,4,1,1,1,10155
62,76,21,4,1,1,1,10159
63,77,21,4,1,1,2,10164
64,78,21,4,1,1,1,10160
65,79,21,4,1,1,1,10153
66,80,20,4,1,1,1,11551
67,81,20,4,1,1,1,10157
68,82,21,4,1,1,1,10452
69,83,21,4,1,1,1,10453
70,84,22,4,1,1,1,10851
71,85,22,4,1,1,1,11551
72,86,21,4,1,1,1,11551
73,87,21,4,1,1,1,10157
74,88,20,4,1,1,1,11051
75,89,22,4,1,1,1,10652
76,90,20,4,1,1,1,10157
77,91,21,4,1,1,1,11350
78,92,21,4,1,1,1,10559
79,93,21,4,1,1,1,11351
80,94,21,4,1,1,2,10171
81,96,21,4,1,1,1,10953
82,97,21,4,1,1,1,10951
83,98,20,4,1,1,1,10751
84,101,21,4,1,1,1,10450
85,103,21,4,1,1,2,10150
86,106,22,4,1,1,2,10150
87,108,25,4,7,1,1,10150
88,110,24,4,2,1,2,10150
89,112,25,4,2,1,1,10150
90,114,22,4,17,3,2,10150
91,116,25,4,7,1,1,10150
92,119,25,4,3,1,1,10162
93,126,25,4,7,1,1,10150
94,127,25,4,7,1,1,10150
95,129,25,4,7,1,1,10150
96,131,25,4,7,1,1,10150
97,132,25,4,7,1,1,10150
98,135,25,4,7,1,1,11351
99,136,2,1,12,3,2,10150
100,137,25,4,7,1,1,10150
101,139,26,4,7,1,1,10150
102,141,25,4,7,1,1,10150
103,142,25,4,7,1,1,10150
104,143,25,4,17,3,2,10150
105,145,25,4,7,1,1,10150
106,147,25,4,7,1,1,10150
107,148,25,4,17,3,1,10150
108,150,25,4,7,1,1,10150
109,157,31,4,18,2,2,10150
110,162,22,4,6,1,2,10150
111,167,25,4,7,1,1,10150
112,168,25,4,7,1,1,10150
113,169,25,4,7,1,1,10150
114,172,2,1,1,1,2,20150
115,173,1,5,1,1,2,20550
116,174,1,5,1,1,2,20250
117,175,12,3,18,2,1,20150
118,176,22,4,1,1,2,20150
119,177,22,4,1,1,2,20450
120,178,21,4,1,1,1,20151
121,179,21,4,1,1,1,20150
122,180,21,4,1,1,1,20750
123,181,21,4,1,1,1,20156
124,182,21,4,1,1,1,20159
125,183,21,4,1,1,1,20155
126,184,21,4,1,1,1,20157
127,185,21,4,1,1,1,20251
128,186,22,4,1,1,1,20350
129,187,22,4,1,1,1,20650
130,188,21,4,1,1,1,20353
131,189,21,4,1,1,1,20351
132,190,21,4,1,1,1,20355
133,191,21,4,1,1,1,20551
134,192,21,4,1,1,1,20555
135,193,21,4,1,1,1,20554
136,194,21,4,1,1,1,20556
137,195,21,4,1,1,1,20552
138,196,21,4,1,1,1,20158
139,197,20,4,1,1,1,20750
140,198,21,4,1,1,1,20450
141,199,21,4,1,1,1,20160
142,200,21,4,1,1,1,20251
143,201,21,4,1,1,1,20250
144,202,21,4,1,1,2,20250
145,203,21,4,1,1,1,20450
146,204,21,4,1,1,1,20150
147,206,21,4,1,1,1,20150
148,207,21,4,1,1,1,20450
149,208,21,4,1,1,1,20550
150,209,21,4,1,1,1,20250
151,210,21,4,1,1,1,20153
152,211,2,1,6,1,2,20150
153,213,22,4,2,1,1,20150
154,215,23,4,6,1,2,20550
155,216,25,4,10,1,1,20150
156,217,2,1,1,1,2,30150
157,218,1,5,1,1,2,30350
158,226,24,4,1,1,2,30150
159,227,23,4,1,1,2,30650
160,228,21,4,1,1,1,30156
161,229,20,4,1,1,1,30651
162,230,21,4,1,1,1,30157
163,231,21,4,1,1,1,30154
164,232,22,4,1,1,1,30153
165,233,21,4,1,1,1,30150
166,234,21,4,1,1,1,30151
167,235,21,4,1,1,1,30155
168,236,21,4,1,1,1,30158
169,237,20,4,1,1,1,30153
170,238,22,4,1,1,2,30250
171,239,21,4,1,1,1,30251
172,240,20,4,1,1,1,30250
173,243,22,4,1,1,2,30550
174,244,21,4,1,1,1,30353
175,245,21,4,1,1,1,30354
176,246,21,4,1,1,1,30451
177,247,22,4,1,1,2,30750
178,248,22,4,1,1,1,30356
179,249,21,4,1,1,1,30351
180,251,21,4,1,1,1,30452
181,252,21,4,1,1,1,30451
182,253,21,4,1,1,1,30452
183,254,22,4,1,1,1,30355
184,255,21,4,1,1,1,30363
185,256,20,4,1,1,1,30358
186,257,21,4,1,1,1,30362
187,258,21,4,1,1,1,30352
188,259,22,4,1,1,1,30350
189,260,20,4,1,1,1,30350
190,261,21,4,1,1,1,30150
191,263,20,4,1,1,1,30550
192,264,21,4,1,1,1,30357
193,265,20,4,1,1,1,30450
194,266,21,4,1,1,1,30450
195,267,20,4,1,1,1,30362
196,268,20,4,1,1,1,30356
197,269,20,4,1,1,1,30358
198,270,21,4,1,1,1,30354
199,271,21,4,1,1,1,30160
200,272,20,4,1,1,1,30353
201,273,20,4,1,1,1,30150
202,274,21,4,1,1,1,30361
203,276,20,4,1,1,1,30352
204,277,20,4,1,1,1,30353
205,278,20,4,1,1,1,30355
206,280,21,4,1,1,1,30356
207,282,22,4,1,1,1,30350
208,283,22,4,1,1,2,30450
209,284,20,4,1,1,1,30158
210,285,20,4,1,1,1,30252
211,287,21,4,1,1,1,30363
212,289,1,5,6,1,2,30150
213,290,22,4,2,1,1,30150
214,292,25,4,7,1,1,30153
215,293,22,4,6,1,1,30350
216,294,25,4,2,1,1,30350
217,295,25,4,2,1,1,30150
218,296,22,4,6,1,2,30450
219,301,2,1,1,1,2,40150
220,302,1,5,1,1,2,40350
221,303,1,5,1,1,2,40550
222,305,22,4,1,1,2,40150
223,306,21,4,1,1,1,40151
224,307,21,4,1,1,1,40153
225,308,21,4,1,1,1,40154
226,309,21,4,1,1,1,40157
227,310,21,4,1,1,1,40158
228,311,21,4,1,1,1,40650
229,312,20,4,1,1,1,40351
230,313,22,4,1,1,1,40452
231,314,21,4,1,1,1,40453
232,315,21,4,1,1,1,40451
233,316,21,4,1,1,1,40352
234,317,21,4,1,1,1,40450
235,318,21,4,1,1,1,40353
236,319,21,4,1,1,1,40254
237,320,21,4,1,1,1,40551
238,321,21,4,1,1,1,40253
239,322,21,4,1,1,1,40250
240,323,21,4,1,1,1,40554
241,324,21,4,1,1,1,40251
242,325,21,4,1,1,1,40255
243,326,21,4,1,1,1,40159
244,327,21,4,1,1,1,40161
245,328,21,4,1,1,1,40155
246,329,21,4,1,1,1,40252
247,330,21,4,1,1,1,40552
248,331,21,4,1,1,1,40553
249,332,20,4,1,1,1,40251
250,333,20,4,1,1,1,40450
251,334,21,4,1,1,1,40555
252,336,21,4,1,1,1,40452
253,337,21,4,1,1,1,40254
254,338,21,4,1,1,1,40450
255,339,20,4,1,1,1,40452
256,340,22,4,6,1,1,40150
257,342,23,4,2,1,1,40150
258,343,23,4,3,1,1,40150
259,344,21,4,6,1,2,40350
260,345,21,4,6,1,2,40550
261,347,23,4,17,3,1,40150
262,348,24,4,17,3,1,40150
263,350,12,3,18,2,2,50104
264,351,12,3,18,2,1,50104
265,352,2,1,6,1,2,50104
266,353,2,1,1,1,2,50104
267,354,1,5,1,1,2,50350
268,355,1,5,1,1,2,50450
269,356,1,5,1,1,2,50550
270,358,22,4,1,1,2,50150
271,359,21,4,1,1,1,50153
272,360,21,4,1,1,1,50156
273,361,21,4,1,1,1,50753
274,362,21,4,1,1,1,50154
275,363,21,4,1,1,1,50252
276,364,21,4,1,1,1,50159
277,365,21,4,1,1,1,50750
278,366,21,4,1,1,1,50162
279,367,21,4,1,1,1,50152
280,368,21,4,1,1,1,50161
281,369,21,4,1,1,1,50158
282,370,21,4,1,1,1,50151
283,371,21,4,1,1,1,50157
284,372,21,4,1,1,1,50161
285,373,21,4,1,1,1,50156
286,374,21,4,1,1,1,50351
287,375,21,4,1,1,1,50451
288,376,22,4,1,1,2,50250
289,377,21,4,1,1,1,50456
290,378,21,4,1,1,1,50457
291,379,1,5,17,3,2,50458
292,380,21,4,1,1,1,50455
293,381,21,4,1,1,1,50251
294,382,21,4,1,1,1,50553
295,383,21,4,1,1,1,50551
296,384,21,4,1,1,1,50552
297,385,21,4,1,1,1,50554
298,386,21,4,1,1,1,50555
299,387,20,4,1,1,1,50552
300,388,21,4,1,1,1,50550
301,389,21,4,1,1,1,50555
302,390,21,4,1,1,1,50550
303,391,22,4,1,1,2,50650
304,392,21,4,1,1,1,50751
305,393,21,4,1,1,1,50351
306,394,21,4,1,1,1,50752
307,395,21,4,1,1,1,50550
308,396,21,4,1,1,1,50250
309,397,21,4,1,1,1,50150
310,398,21,4,1,1,1,50353
311,399,21,4,1,1,1,50150
312,400,21,4,1,1,1,50352
313,401,21,4,1,1,1,50450
314,402,20,4,1,1,1,50456
315,403,21,4,1,1,1,50453
316,404,21,4,1,1,1,50450
317,405,21,4,1,1,1,50651
318,406,25,4,11,1,2,50150
319,407,25,4,2,1,1,50150
320,409,25,4,3,1,1,50150
321,410,25,4,2,1,1,50150
322,412,12,3,17,3,2,50104
323,413,25,4,17,3,1,50150
324,417,25,4,7,1,1,50161
325,418,25,4,7,1,1,50150
326,419,25,4,7,1,1,50161
327,420,12,3,18,2,1,60101
328,421,2,1,1,1,2,60104
329,422,2,1,6,1,2,60101
330,423,5,1,1,1,2,60103
331,425,2,1,3,1,2,60103
332,426,1,5,1,1,2,60250
333,427,1,5,1,1,2,60350
334,428,1,5,1,1,2,60550
335,429,1,5,1,1,2,60650
336,432,12,3,18,2,1,60101
337,434,11,1,18,2,2,60101
338,438,22,4,1,1,2,60150
339,439,21,4,1,1,2,60450
340,440,21,4,1,1,1,60156
341,441,21,4,1,1,1,60154
342,442,21,4,1,1,1,60158
343,443,21,4,1,1,1,60161
344,444,21,4,1,1,1,60159
345,445,21,4,1,1,1,60160
346,446,21,4,1,1,1,60150
347,447,21,4,1,1,1,60150
348,449,21,4,1,1,1,60150
349,450,21,4,1,1,1,60150
350,451,21,4,1,1,1,60150
351,452,21,4,1,1,1,60152
352,453,21,4,1,1,1,60157
353,454,20,4,1,1,1,60450
354,456,20,4,1,1,1,60161
355,457,20,4,1,1,1,60153
356,458,21,4,1,1,1,60260
357,459,21,4,1,1,1,60259
358,460,21,4,1,1,1,60251
359,461,21,4,1,1,1,60254
360,462,21,4,1,1,1,61050
361,463,21,4,1,1,1,60253
362,464,22,4,1,1,2,60750
363,465,21,4,1,1,2,60950
364,466,21,4,1,1,2,60754
365,467,21,4,1,1,1,60756
366,468,21,4,1,1,1,60750
367,469,21,4,1,1,1,60750
368,470,21,4,1,1,1,60952
369,471,20,4,1,1,1,60950
370,472,20,4,1,1,1,60754
371,473,20,4,1,1,1,60754
372,474,21,4,1,1,1,60756
373,475,21,4,1,1,1,60950
374,478,21,4,1,1,1,60352
375,479,21,4,1,1,1,60352
376,480,21,4,1,1,1,60353
377,481,21,4,1,1,1,60850
378,482,21,4,1,1,1,60652
379,483,21,4,1,1,1,60651
380,484,21,4,1,1,1,60551
381,485,21,4,1,1,1,60553
382,486,21,4,1,1,1,60752
383,487,21,4,1,1,1,60755
384,488,21,4,1,1,1,60151
385,490,20,4,1,1,1,60158
386,491,21,4,1,1,1,61050
387,492,21,4,1,1,1,60255
388,493,21,4,1,1,1,60352
389,495,21,4,1,1,1,60552
390,496,21,4,1,1,1,60554
391,498,20,4,1,1,1,60650
392,499,21,4,1,1,1,60354
393,500,21,4,1,1,1,60350
394,501,21,4,1,1,1,60554
395,502,20,4,1,1,1,60352
396,503,20,4,1,1,1,60258
397,504,20,4,1,1,1,60754
398,506,20,4,1,1,1,60156
399,507,25,4,7,1,1,60150
400,508,21,4,1,1,1,60150
401,510,25,4,7,1,1,60150
402,511,25,4,7,1,1,60150
403,513,25,4,6,1,2,60250
404,517,25,4,4,1,1,60150
405,518,25,4,4,1,1,60150
406,519,25,4,7,1,1,60150
407,520,25,4,17,3,1,60150
408,521,25,4,17,3,1,60350
409,526,25,4,7,1,1,60150
410,528,25,4,6,1,2,60550
411,529,25,4,4,1,1,60150
412,532,2,1,6,1,2,70150
413,533,2,1,1,1,2,70150
414,534,2,1,3,1,2,70950
415,535,1,5,1,1,1,70250
416,537,1,5,1,1,2,70950
417,540,1,5,1,1,2,71050
418,541,1,5,1,1,2,71250
419,542,4,1,1,1,2,71250
420,543,1,5,1,1,2,71350
421,547,12,3,18,2,1,71250
422,551,12,3,18,2,1,70150
423,552,17,1,18,2,1,70150
424,554,12,3,18,2,1,70150
425,555,2,1,1,1,2,70650
426,556,21,4,1,1,1,70653
427,557,21,4,1,1,1,70651
428,558,21,4,1,1,2,70150
429,559,21,4,1,1,2,70150
430,560,21,4,1,1,1,70550
431,561,21,4,1,1,1,70955
432,562,21,4,1,1,2,70951
433,563,21,4,1,1,1,70953
434,564,21,4,1,1,2,70954
435,565,21,4,1,1,2,70952
436,566,21,4,1,1,2,70850
437,567,21,4,1,1,1,71053
438,568,21,4,1,1,2,70450
439,569,21,4,1,1,1,71051
440,570,21,4,1,1,1,71052
441,571,21,4,1,1,1,71055
442,572,21,4,1,1,1,71056
443,573,21,4,1,1,1,71256
444,575,21,4,1,1,1,70251
445,576,21,4,1,1,1,70254
446,577,21,4,1,1,1,70351
447,578,21,4,1,1,1,71354
448,579,23,4,1,1,1,70350
449,580,21,4,1,1,1,71355
450,581,21,4,1,1,1,71356
451,582,22,4,1,1,1,71150
452,583,21,4,1,1,1,71153
453,584,20,4,1,1,1,71151
454,585,21,4,1,1,2,71250
455,586,21,4,1,1,1,71251
456,588,21,4,1,1,1,71254
457,589,21,4,1,1,2,71253
458,590,21,4,1,1,2,70150
459,591,21,4,1,1,1,70950
460,592,20,4,1,1,1,70950
461,594,21,4,1,1,1,70954
462,595,21,4,1,1,1,70956
463,596,21,4,1,1,1,71353
464,597,21,4,1,1,1,71252
465,598,21,4,1,1,2,70150
466,601,21,4,1,1,1,71257
467,605,21,4,1,1,2,70150
468,607,22,4,1,1,2,70150
469,608,21,4,1,1,2,70150
470,610,20,4,1,1,1,71453
471,611,21,4,1,1,1,70750
472,614,21,4,1,1,1,71054
473,616,21,4,1,1,2,71250
474,617,21,4,1,1,1,71250
475,619,21,4,1,1,1,71250
476,620,21,4,1,1,1,71359
477,621,23,4,1,1,2,70150
478,622,21,4,1,1,1,70150
479,623,21,4,1,1,2,70150
480,624,21,4,1,1,1,70652
481,625,21,4,1,1,1,71450
482,626,21,4,1,1,2,71250
483,627,21,4,1,1,1,71257
484,629,21,4,1,1,1,70950
485,630,21,4,1,1,2,70150
486,633,25,4,2,1,1,70150
487,634,21,4,1,1,2,70150
488,636,25,4,3,1,1,70150
489,637,25,4,3,1,1,70150
490,639,23,4,12,1,1,70150
491,640,22,4,6,1,2,71350
492,641,21,4,6,1,2,71150
493,642,22,4,6,1,2,71250
494,644,23,4,3,1,1,71253
495,645,21,4,6,1,2,70950
496,647,23,4,3,1,1,70950
497,648,23,4,3,1,1,70250
498,649,22,4,6,1,2,71050
499,653,25,4,17,3,1,70953
500,657,31,4,17,3,1,71250
501,662,31,4,17,3,1,70150
502,665,2,1,6,1,2,80150
503,666,2,1,1,1,2,80150
504,668,1,5,1,1,2,80250
505,669,1,5,1,1,2,80550
506,670,1,5,1,1,2,80350
507,671,1,5,1,1,2,80450
508,675,12,3,18,2,1,80150
509,676,1,5,1,1,2,80253
510,682,22,4,1,1,1,80150
511,683,22,4,1,1,2,80650
512,684,21,4,1,1,1,80755
513,685,21,4,1,1,1,80450
514,686,21,4,1,1,1,80154
515,687,21,4,1,1,1,80651
516,688,21,4,1,1,1,80159
517,689,22,4,1,1,1,80750
518,690,21,4,1,1,1,80163
519,691,21,4,1,1,1,80165
520,692,21,4,1,1,1,80166
521,693,21,4,1,1,1,80653
522,694,21,4,1,1,1,80168
523,695,21,4,1,1,1,80751
524,696,21,4,1,1,1,80152
525,697,21,4,1,1,1,80754
526,698,21,4,1,1,1,80557
527,699,20,4,1,1,1,80750
528,700,21,4,1,1,1,80652
529,701,21,4,1,1,1,80262
530,702,21,4,1,1,1,80552
531,703,21,4,1,1,1,80553
532,704,21,4,1,1,1,80555
533,705,21,4,1,1,1,80556
534,706,21,4,1,1,1,80254
535,707,21,4,1,1,1,80255
536,708,21,4,1,1,1,80256
537,709,21,4,1,1,1,80258
538,710,21,4,1,1,1,80752
539,711,21,4,1,1,1,80558
540,712,21,4,1,1,1,80559
541,713,21,4,1,1,1,80562
542,714,20,4,1,1,1,80357
543,715,21,4,1,1,1,80351
544,716,20,4,1,1,1,80352
545,717,21,4,1,1,1,80353
546,718,20,4,1,1,1,80357
547,719,21,4,1,1,1,80356
548,720,21,4,1,1,1,80357
549,721,21,4,1,1,1,80358
550,722,21,4,1,1,1,80451
551,723,21,4,1,1,1,80450
552,724,21,4,1,1,1,80450
553,725,21,4,1,1,1,80453
554,726,21,4,1,1,1,80450
555,727,21,4,1,1,1,80454
556,729,21,4,1,1,1,80455
557,731,21,4,1,1,1,80451
558,732,21,4,1,1,1,80252
559,733,21,4,1,1,1,80260
560,734,21,4,1,1,1,80353
561,736,21,4,1,1,1,80259
562,737,21,4,1,1,1,80153
563,738,21,4,1,1,1,80150
564,741,21,4,1,1,1,80150
565,742,20,4,1,1,1,80357
566,743,21,4,1,1,1,80561
567,744,21,4,1,1,1,80150
568,745,21,4,1,1,1,80753
569,746,22,4,1,1,2,80150
570,747,20,4,1,1,1,80755
571,748,21,4,1,1,1,80453
572,751,21,4,1,1,1,80261
573,753,21,4,1,1,1,80453
574,755,21,4,1,1,1,80150
575,756,21,4,1,1,1,80150
576,757,21,4,1,1,1,80254
577,758,21,4,1,1,1,80450
578,759,21,4,1,1,1,80452
579,760,21,4,1,1,1,80560
580,761,25,4,7,1,1,80150
581,763,23,4,12,1,1,80150
582,764,23,4,2,1,1,80150
583,766,24,4,17,3,1,80150
584,767,23,4,3,1,2,80550
585,769,23,4,2,1,1,80168
586,770,25,4,7,1,2,80168
587,772,24,4,17,3,1,80450
588,774,23,4,17,3,1,80166
589,775,23,4,17,3,2,80150
590,776,23,4,10,1,1,80150
591,778,25,4,7,1,1,80168
592,779,25,4,7,1,1,80150
593,780,22,4,6,1,2,80550
594,782,12,3,18,2,1,90150
595,784,12,3,18,2,1,90150
596,788,12,3,18,2,1,90150
597,790,13,1,18,2,1,90150
598,792,12,3,18,2,1,91050
599,793,12,3,18,2,1,90150
600,796,12,3,18,2,1,90850
601,799,1,5,1,1,2,92050
602,801,12,3,18,2,1,90150
603,802,12,3,18,2,1,90150
604,803,2,1,3,1,2,90150
605,804,12,3,18,2,1,90150
606,806,12,3,18,2,1,90150
607,810,12,3,18,2,2,90150
608,812,9,2,1,1,2,90150
609,813,3,1,1,1,2,90150
610,814,5,1,13,1,2,90150
611,815,2,1,9,1,2,90150
612,816,2,1,1,1,2,90150
613,817,2,1,13,1,2,90150
614,818,8,2,15,1,2,90150
615,819,6,2,13,1,2,90150
616,820,11,1,6,1,2,90150
617,821,2,1,3,1,2,90150
618,822,4,1,13,1,2,90150
619,823,4,1,1,1,2,90150
620,824,12,3,18,2,2,240352
621,825,17,1,18,2,1,90150
622,826,1,5,6,1,2,90750
623,827,1,5,1,1,2,92150
624,828,1,5,1,1,2,90158
625,829,1,5,1,1,2,90450
626,831,1,5,1,1,2,90650
627,832,12,3,18,2,1,91050
628,833,12,3,18,2,2,91050
629,834,2,1,6,1,2,91050
630,835,1,5,1,1,2,91050
