Estable,Prov_ubi,Cant_ubi,Parr_ubi,Clase,Tipo,Entidad,Sector,Farm,,,idCanton,idParroquia,,,idCanton,idParroquia
5271,10,1001,100153,25,4,8,1,0,,,01,53,,01,1,53
5272,10,1001,100153,25,4,8,1,0,,,01,53,,01,1,53
5273,10,1001,100155,25,4,8,1,0,,,01,55,,01,1,55
5274,10,1001,100157,25,4,8,1,0,,,01,57,,01,1,57
5275,10,1002,100252,25,4,8,1,0,,,02,52,,02,2,52
5276,10,1002,100254,25,4,8,1,0,,,02,54,,02,2,54
5277,10,1003,100351,25,4,8,1,0,,,03,51,,03,3,51
5278,10,1003,100354,25,4,8,1,0,,,03,54,,03,3,54
5279,10,1003,100358,25,4,8,1,0,,,03,58,,03,3,58
5280,10,1004,100450,25,4,8,1,0,,,04,50,,04,4,50
5281,10,1003,100356,25,4,8,1,0,,,03,56,,03,3,56
5282,10,1004,100451,25,4,8,1,0,,,04,51,,04,4,51
5283,10,1004,100453,25,4,8,1,0,,,04,53,,04,4,53
5284,10,1004,100455,25,4,8,1,0,,,04,55,,04,4,55
5285,10,1004,100457,25,4,8,1,0,,,04,57,,04,4,57
5286,10,1005,100553,25,4,8,1,0,,,05,53,,05,5,53
5287,10,1005,100553,25,4,8,1,0,,,05,53,,05,5,53
5288,10,1005,100553,25,4,8,1,0,,,05,53,,05,5,53
5289,10,1006,100651,25,4,8,1,0,,,06,51,,06,6,51
5290,10,1006,100652,25,4,8,1,0,,,06,52,,06,6,52
5291,10,1006,100653,25,4,8,1,0,,,06,53,,06,6,53
5292,10,1006,100653,25,4,8,1,0,,,06,53,,06,6,53
5293,11,1101,110151,25,4,8,1,0,,,01,51,,01,1,51
5294,11,1101,110154,25,4,8,1,0,,,01,54,,01,1,54
5295,11,1101,110156,25,4,8,1,0,,,01,56,,01,1,56
5296,11,1101,110157,25,4,8,1,0,,,01,57,,01,1,57
5297,11,1101,110158,25,4,8,1,0,,,01,58,,01,1,58
5298,11,1101,110163,25,4,8,1,0,,,01,63,,01,1,63
5299,11,1102,110250,25,4,8,1,0,,,02,50,,02,2,50
5300,11,1102,110250,25,4,8,1,0,,,02,50,,02,2,50
5301,11,1102,110252,25,4,8,1,0,,,02,52,,02,2,52
5302,11,1102,110253,25,4,8,1,0,,,02,53,,02,2,53
5303,11,1103,110351,25,4,8,1,0,,,03,51,,03,3,51
5304,11,1104,110451,25,4,8,1,0,,,04,51,,04,4,51
5305,11,1104,110455,25,4,8,1,0,,,04,55,,04,4,55
5306,11,1105,110551,25,4,8,1,0,,,05,51,,05,5,51
5307,11,1106,110650,25,4,8,1,0,,,06,50,,06,6,50
5308,11,1106,110650,25,4,8,1,0,,,06,50,,06,6,50
5309,11,1106,110650,25,4,8,1,0,,,06,50,,06,6,50
5310,11,1106,110652,25,4,8,1,0,,,06,52,,06,6,52
5311,11,1107,110751,25,4,8,1,0,,,07,51,,07,7,51
5312,11,1107,110753,25,4,8,1,0,,,07,53,,07,7,53
5313,11,1108,110850,25,4,8,1,0,,,08,50,,08,8,50
5314,11,1108,110850,25,4,8,1,0,,,08,50,,08,8,50
5315,11,1108,110850,25,4,8,1,0,,,08,50,,08,8,50
5316,11,1108,110851,25,4,8,1,0,,,08,51,,08,8,51
5317,11,1108,110852,25,4,8,1,0,,,08,52,,08,8,52
5318,11,1109,110950,25,4,8,1,0,,,09,50,,09,9,50
5319,11,1109,110950,25,4,8,1,0,,,09,50,,09,9,50
5320,11,1109,110952,25,4,8,1,0,,,09,52,,09,9,52
5321,11,1109,110950,25,4,8,1,0,,,09,50,,09,9,50
5322,11,1110,111050,25,4,8,1,0,,,10,50,,10,10,50
5323,11,1110,111051,25,4,8,1,0,,,10,51,,10,10,51
5324,11,1110,111053,25,4,8,1,0,,,10,53,,10,10,53
5325,11,1111,111150,25,4,8,1,0,,,11,50,,11,11,50
5326,11,1111,111152,25,4,8,1,0,,,11,52,,11,11,52
5327,11,1111,111154,25,4,8,1,0,,,11,54,,11,11,54
5328,11,1111,111156,25,4,8,1,0,,,11,56,,11,11,56
5329,11,1111,111158,25,4,8,1,0,,,11,58,,11,11,58
5330,11,1112,111250,25,4,8,1,0,,,12,50,,12,12,50
5331,11,1112,111251,25,4,8,1,0,,,12,51,,12,12,51
5332,11,1112,111252,25,4,8,1,0,,,12,52,,12,12,52
5333,11,1113,111351,25,4,8,1,0,,,13,51,,13,13,51
5334,11,1113,111352,25,4,8,1,0,,,13,52,,13,13,52
5335,11,1113,111353,25,4,8,1,0,,,13,53,,13,13,53
5336,11,1114,111450,25,4,8,1,0,,,14,50,,14,14,50
5337,11,1114,111451,25,4,8,1,0,,,14,51,,14,14,51
5338,11,1115,111550,25,4,8,1,0,,,15,50,,15,15,50
5339,11,1115,111551,25,4,8,1,0,,,15,51,,15,15,51
5340,11,1116,111650,25,4,8,1,0,,,16,50,,16,16,50
5341,12,1201,120153,25,4,8,1,0,,,01,53,,01,1,53
5342,12,1201,120154,25,4,8,1,0,,,01,54,,01,1,54
5343,12,1206,120651,25,4,8,1,0,,,06,51,,06,6,51
5344,12,1206,120651,25,4,8,1,0,,,06,51,,06,6,51
5345,12,1213,121350,25,4,8,1,0,,,13,50,,13,13,50
5346,12,1213,121350,25,4,8,1,0,,,13,50,,13,13,50
5347,12,1207,120752,25,4,8,1,0,,,07,52,,07,7,52
5348,12,1207,120752,25,4,8,1,0,,,07,52,,07,7,52
5349,12,1208,120850,25,4,8,1,0,,,08,50,,08,8,50
5350,12,1208,120850,25,4,8,1,0,,,08,50,,08,8,50
5351,12,1208,120851,25,4,8,1,0,,,08,51,,08,8,51
5352,12,1210,121050,25,4,8,1,0,,,10,50,,10,10,50
5353,12,1211,121150,25,4,8,1,0,,,11,50,,11,11,50
5354,12,1211,121150,25,4,8,1,0,,,11,50,,11,11,50
5355,12,1212,121250,25,4,8,1,0,,,12,50,,12,12,50
5356,12,1212,121250,25,4,8,1,0,,,12,50,,12,12,50
5357,13,1301,130150,25,4,8,1,0,,,01,50,,01,1,50
5358,13,1301,130150,25,4,8,1,0,,,01,50,,01,1,50
5359,13,1301,130151,25,4,8,1,0,,,01,51,,01,1,51
5360,13,1301,130151,25,4,8,1,0,,,01,51,,01,1,51
5361,13,1301,130152,25,4,8,1,0,,,01,52,,01,1,52
5362,13,1301,130152,25,4,8,1,0,,,01,52,,01,1,52
5363,13,1301,130153,25,4,8,1,0,,,01,53,,01,1,53
5364,13,1301,130155,25,4,8,1,0,,,01,55,,01,1,55
5365,13,1301,130155,25,4,8,1,0,,,01,55,,01,1,55
5366,13,1301,130156,25,4,8,1,0,,,01,56,,01,1,56
5367,13,1301,130156,25,4,8,1,0,,,01,56,,01,1,56
5368,13,1302,130250,25,4,8,1,0,,,02,50,,02,2,50
5369,13,1302,130250,25,4,8,1,0,,,02,50,,02,2,50
5370,13,1302,130250,25,4,8,1,0,,,02,50,,02,2,50
5371,13,1302,130252,25,4,8,1,0,,,02,52,,02,2,52
5372,13,1302,130252,25,4,8,1,0,,,02,52,,02,2,52
5373,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5374,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5375,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5376,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5377,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5378,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5379,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5380,13,1303,130352,25,4,8,1,0,,,03,52,,03,3,52
5381,13,1303,130352,25,4,8,1,0,,,03,52,,03,3,52
5382,13,1303,130352,25,4,8,1,0,,,03,52,,03,3,52
5383,13,1303,130352,25,4,8,1,0,,,03,52,,03,3,52
5384,13,1303,130352,25,4,8,1,0,,,03,52,,03,3,52
5385,13,1303,130353,25,4,8,1,0,,,03,53,,03,3,53
5386,13,1303,130353,25,4,8,1,0,,,03,53,,03,3,53
5387,13,1303,130354,25,4,8,1,0,,,03,54,,03,3,54
5388,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5389,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5390,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5391,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5392,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5393,13,1303,130356,25,4,8,1,0,,,03,56,,03,3,56
5394,13,1303,130356,25,4,8,1,0,,,03,56,,03,3,56
5395,13,1303,130357,25,4,8,1,0,,,03,57,,03,3,57
5396,13,1303,130357,25,4,8,1,0,,,03,57,,03,3,57
5397,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5398,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5399,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5400,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5401,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5402,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5403,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5404,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5405,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5406,13,1304,130451,25,4,8,1,0,,,04,51,,04,4,51
5407,13,1305,130550,25,4,8,1,0,,,05,50,,05,5,50
5408,13,1303,130355,25,4,8,1,0,,,03,55,,03,3,55
5409,13,1305,130550,25,4,8,1,0,,,05,50,,05,5,50
5410,13,1305,130550,25,4,8,1,0,,,05,50,,05,5,50
5411,13,1305,130551,25,4,8,1,0,,,05,51,,05,5,51
5412,13,1306,130650,25,4,8,1,0,,,06,50,,06,6,50
5413,13,1306,130650,25,4,8,1,0,,,06,50,,06,6,50
5414,13,1306,130650,25,4,8,1,0,,,06,50,,06,6,50
5415,13,1306,130651,25,4,8,1,0,,,06,51,,06,6,51
5416,13,1306,130652,25,4,8,1,0,,,06,52,,06,6,52
5417,13,1306,130657,25,4,8,1,0,,,06,57,,06,6,57
5418,13,1306,130658,25,4,8,1,0,,,06,58,,06,6,58
5419,13,1307,130750,25,4,8,1,0,,,07,50,,07,7,50
5420,13,1307,130750,25,4,8,1,0,,,07,50,,07,7,50
5421,13,1307,130750,25,4,8,1,0,,,07,50,,07,7,50
5422,13,1309,130950,25,4,8,1,0,,,09,50,,09,9,50
5423,13,1309,130950,25,4,8,1,0,,,09,50,,09,9,50
5424,13,1309,130950,25,4,8,1,0,,,09,50,,09,9,50
5425,13,1309,130950,25,4,8,1,0,,,09,50,,09,9,50
5426,13,1308,130850,25,4,8,1,0,,,08,50,,08,8,50
5427,13,1310,131050,25,4,8,1,0,,,10,50,,10,10,50
5428,13,1306,130652,25,4,8,1,0,,,06,52,,06,6,52
5429,13,1310,131051,25,4,8,1,0,,,10,51,,10,10,51
5430,13,1310,131051,25,4,8,1,0,,,10,51,,10,10,51
5431,13,1310,131052,25,4,8,1,0,,,10,52,,10,10,52
5432,13,1310,131053,25,4,8,1,0,,,10,53,,10,10,53
5433,13,1311,131150,25,4,8,1,0,,,11,50,,11,11,50
5434,13,1311,131150,25,4,8,1,0,,,11,50,,11,11,50
5435,13,1311,131150,25,4,8,1,0,,,11,50,,11,11,50
5436,13,1312,131250,25,4,8,1,0,,,12,50,,12,12,50
5437,13,1312,131250,25,4,8,1,0,,,12,50,,12,12,50
5438,13,1312,131250,25,4,8,1,0,,,12,50,,12,12,50
5439,13,1312,131250,25,4,8,1,0,,,12,50,,12,12,50
5440,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5441,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5442,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5443,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5444,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5445,13,1313,131350,25,4,8,1,0,,,13,50,,13,13,50
5446,13,1313,131351,25,4,8,1,0,,,13,51,,13,13,51
5447,13,1313,131351,25,4,8,1,0,,,13,51,,13,13,51
5448,13,1313,131352,25,4,8,1,0,,,13,52,,13,13,52
5449,13,1313,131352,25,4,8,1,0,,,13,52,,13,13,52
5450,13,1313,131353,25,4,8,1,0,,,13,53,,13,13,53
5451,13,1313,131355,25,4,8,1,0,,,13,55,,13,13,55
5452,13,1314,131450,25,4,8,1,0,,,14,50,,14,14,50
5453,13,1322,132251,25,4,8,1,0,,,22,51,,22,22,51
5454,13,1314,131453,25,4,8,1,0,,,14,53,,14,14,53
5455,13,1314,131457,25,4,8,1,0,,,14,57,,14,14,57
5456,13,1322,132250,25,4,8,1,0,,,22,50,,22,22,50
5457,13,1315,131550,25,4,8,1,0,,,15,50,,15,15,50
5458,13,1316,131650,25,4,8,1,0,,,16,50,,16,16,50
5459,13,1316,131650,25,4,8,1,0,,,16,50,,16,16,50
5460,13,1316,131651,25,4,8,1,0,,,16,51,,16,16,51
5461,13,1316,131651,25,4,8,1,0,,,16,51,,16,16,51
5462,13,1316,131652,25,4,8,1,0,,,16,52,,16,16,52
5463,13,1316,131652,25,4,8,1,0,,,16,52,,16,16,52
5464,13,1317,131750,25,4,8,1,0,,,17,50,,17,17,50
5465,13,1318,131850,25,4,8,1,0,,,18,50,,18,18,50
5466,13,1318,131850,25,4,8,1,0,,,18,50,,18,18,50
5467,13,1318,131850,25,4,8,1,0,,,18,50,,18,18,50
5468,13,1318,131850,25,4,8,1,0,,,18,50,,18,18,50
5469,13,1319,131950,25,4,8,1,0,,,19,50,,19,19,50
5470,13,1319,131950,25,4,8,1,0,,,19,50,,19,19,50
5471,13,1320,132050,25,4,8,1,0,,,20,50,,20,20,50
5472,13,1320,132050,25,4,8,1,0,,,20,50,,20,20,50
5473,13,1322,132251,25,4,8,1,0,,,22,51,,22,22,51
5474,14,1401,140156,25,4,8,1,0,,,01,56,,01,1,56
5475,14,1401,140157,25,4,8,1,0,,,01,57,,01,1,57
5476,14,1402,140253,25,4,8,1,0,,,02,53,,02,2,53
5477,14,1403,140358,25,4,8,1,0,,,03,58,,03,3,58
5478,14,1403,140351,25,4,8,1,0,,,03,51,,03,3,51
5479,14,1404,140454,25,4,8,1,0,,,04,54,,04,4,54
5480,14,1404,140454,25,4,8,1,0,,,04,54,,04,4,54
5481,14,1404,140455,25,4,8,1,0,,,04,55,,04,4,55
5482,14,1405,140554,25,4,8,1,0,,,05,54,,05,5,54
5483,14,1405,140556,25,4,8,1,0,,,05,56,,05,5,56
5484,14,1406,140650,25,4,8,1,0,,,06,50,,06,6,50
5485,14,1406,140652,25,4,8,1,0,,,06,52,,06,6,52
5486,14,1411,141150,25,4,8,1,0,,,11,50,,11,11,50
5487,14,1408,140850,25,4,8,1,0,,,08,50,,08,8,50
5488,14,1401,140150,25,4,8,1,0,,,01,50,,01,1,50
5489,15,1501,150150,25,4,8,1,0,,,01,50,,01,1,50
5490,15,1501,150151,25,4,8,1,0,,,01,51,,01,1,51
5491,15,1501,150154,25,4,8,1,0,,,01,54,,01,1,54
5492,15,1503,150350,25,4,8,1,0,,,03,50,,03,3,50
5493,15,1504,150454,25,4,8,1,0,,,04,54,,04,4,54
5494,16,1601,160154,25,4,8,1,0,,,01,54,,01,1,54
5495,16,1601,160161,25,4,8,1,0,,,01,61,,01,1,61
5496,16,1601,160162,25,4,8,1,0,,,01,62,,01,1,62
5497,16,1601,160164,25,4,8,1,0,,,01,64,,01,1,64
5498,16,1602,160251,25,4,8,1,0,,,02,51,,02,2,51
5499,16,1603,160350,25,4,8,1,0,,,03,50,,03,3,50
5500,17,1701,170155,25,4,8,1,0,,,01,55,,01,1,55
5501,17,1701,170161,25,4,8,1,0,,,01,61,,01,1,61
5502,17,1701,170168,25,4,8,1,0,,,01,68,,01,1,68
5503,17,1701,170172,25,4,8,1,0,,,01,72,,01,1,72
5504,17,1701,170172,25,4,8,1,0,,,01,72,,01,1,72
5505,17,1701,170178,25,4,8,1,0,,,01,78,,01,1,78
5506,17,1701,170181,25,4,8,1,0,,,01,81,,01,1,81
5507,17,1701,170184,25,4,8,1,0,,,01,84,,01,1,84
5508,17,1702,170250,25,4,8,1,0,,,02,50,,02,2,50
5509,17,1702,170250,25,4,8,1,0,,,02,50,,02,2,50
5510,17,1702,170252,25,4,8,1,0,,,02,52,,02,2,52
5511,17,1702,170252,25,4,8,1,0,,,02,52,,02,2,52
5512,17,1702,170252,25,4,8,1,0,,,02,52,,02,2,52
5513,17,1702,170252,25,4,8,1,0,,,02,52,,02,2,52
5514,17,1702,170253,25,4,8,1,0,,,02,53,,02,2,53
5515,17,1702,170253,25,4,8,1,0,,,02,53,,02,2,53
5516,17,1704,170450,25,4,8,1,0,,,04,50,,04,4,50
5517,17,1707,170750,25,4,8,1,0,,,07,50,,07,7,50
5518,17,1707,170750,25,4,8,1,0,,,07,50,,07,7,50
5519,17,1708,170850,25,4,8,1,0,,,08,50,,08,8,50
5520,17,1708,170850,25,4,8,1,0,,,08,50,,08,8,50
5521,17,1708,170850,25,4,8,1,0,,,08,50,,08,8,50
5522,17,1708,170850,25,4,8,1,0,,,08,50,,08,8,50
5523,17,1709,170950,25,4,8,1,0,,,09,50,,09,9,50
5524,18,1801,180155,25,4,8,1,0,,,01,55,,01,1,55
5525,18,1801,180165,25,4,8,1,0,,,01,65,,01,1,65
5526,18,1801,180161,25,4,8,1,0,,,01,61,,01,1,61
5527,18,1802,180252,25,4,8,1,0,,,02,52,,02,2,52
5528,18,1805,180550,25,4,8,1,0,,,05,50,,05,5,50
5529,18,1805,180550,25,4,8,1,0,,,05,50,,05,5,50
5530,18,1806,180650,25,4,8,1,0,,,06,50,,06,6,50
5531,18,1806,180650,25,4,8,1,0,,,06,50,,06,6,50
5532,18,1806,180650,25,4,8,1,0,,,06,50,,06,6,50
5533,18,1807,180757,25,4,8,1,0,,,07,57,,07,7,57
5534,18,1809,180950,25,4,8,1,0,,,09,50,,09,9,50
5535,19,1901,190152,25,4,8,1,0,,,01,52,,01,1,52
5536,19,1902,190250,25,4,8,1,0,,,02,50,,02,2,50
5537,19,1902,190250,25,4,8,1,0,,,02,50,,02,2,50
5538,19,1903,190350,25,4,8,1,0,,,03,50,,03,3,50
5539,19,1905,190550,25,4,8,1,0,,,05,50,,05,5,50
5540,19,1906,190652,25,4,8,1,0,,,06,52,,06,6,52
5541,19,1906,190652,25,4,8,1,0,,,06,52,,06,6,52
5542,19,1907,190750,25,4,8,1,0,,,07,50,,07,7,50
5543,19,1908,190850,25,4,8,1,0,,,08,50,,08,8,50
5544,20,2001,200151,25,4,8,1,0,,,01,51,,01,1,51
5545,21,2101,210150,25,4,8,1,0,,,01,50,,01,1,50
5546,21,2101,210152,25,4,8,1,0,,,01,52,,01,1,52
5547,21,2101,210153,25,4,8,1,0,,,01,53,,01,1,53
5548,21,2102,210251,25,4,8,1,0,,,02,51,,02,2,51
5549,21,2103,210351,25,4,8,1,0,,,03,51,,03,3,51
5550,21,2104,210450,25,4,8,1,0,,,04,50,,04,4,50
5551,21,2104,210451,25,4,8,1,0,,,04,51,,04,4,51
5552,22,2203,220351,25,4,8,1,0,,,03,51,,03,3,51
5553,22,2201,220151,25,4,8,1,0,,,01,51,,01,1,51
5554,22,2201,220158,25,4,8,1,0,,,01,58,,01,1,58
5555,22,2203,220350,25,4,8,1,0,,,03,50,,03,3,50
5556,22,2201,220160,25,4,8,1,0,,,01,60,,01,1,60
5557,22,2204,220450,25,4,8,1,0,,,04,50,,04,4,50
5558,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5559,23,2301,230152,25,4,8,1,0,,,01,52,,01,1,52
5560,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5561,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5562,23,2301,230154,25,4,8,1,0,,,01,54,,01,1,54
5563,23,2301,230155,25,4,8,1,0,,,01,55,,01,1,55
5564,23,2301,230155,25,4,8,1,0,,,01,55,,01,1,55
5565,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5566,23,2301,230157,25,4,8,1,0,,,01,57,,01,1,57
5567,23,2301,230151,25,4,8,1,0,,,01,51,,01,1,51
5568,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5569,23,2301,230154,25,4,8,1,0,,,01,54,,01,1,54
5570,17,1703,170355,25,4,8,1,0,,,03,55,,03,3,55
5571,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5572,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5573,23,2301,230154,25,4,8,1,0,,,01,54,,01,1,54
5574,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5575,23,2301,230150,25,4,8,1,0,,,01,50,,01,1,50
5576,23,2301,230151,25,4,8,1,0,,,01,51,,01,1,51
5577,23,2301,230152,25,4,8,1,0,,,01,52,,01,1,52
5578,23,2301,230153,25,4,8,1,0,,,01,53,,01,1,53
5579,23,2301,230154,25,4,8,1,0,,,01,54,,01,1,54
5580,24,2401,240150,25,4,8,1,0,,,01,50,,01,1,50
5581,24,2401,240150,25,4,8,1,0,,,01,50,,01,1,50
5582,24,2401,240152,25,4,8,1,0,,,01,52,,01,1,52
5583,24,2401,240150,25,4,8,1,0,,,01,50,,01,1,50
5584,24,2401,240152,25,4,8,1,0,,,01,52,,01,1,52
5585,24,2401,240152,25,4,8,1,0,,,01,52,,01,1,52
5586,24,2401,240152,25,4,8,1,0,,,01,52,,01,1,52
5587,24,2401,240153,25,4,8,1,0,,,01,53,,01,1,53
5588,24,2401,240153,25,4,8,1,0,,,01,53,,01,1,53
5589,24,2401,240153,25,4,8,1,0,,,01,53,,01,1,53
5590,24,2401,240154,25,4,8,1,0,,,01,54,,01,1,54
5591,24,2401,240154,25,4,8,1,0,,,01,54,,01,1,54
5592,24,2401,240154,25,4,8,1,0,,,01,54,,01,1,54
5593,2,207,20750,25,4,8,1,0,,,07,50,,07,7,50
5594,7,702,70254,25,4,8,1,0,,,02,54,,02,2,54
5595,7,705,70550,25,4,8,1,0,,,05,50,,05,5,50
5596,8,803,80357,25,4,8,1,0,,,03,57,,03,3,57
5597,9,904,90450,25,4,8,1,0,,,04,50,,04,4,50
5598,9,908,90850,25,4,8,1,0,,,08,50,,08,8,50
5599,10,1003,100352,25,4,8,1,0,,,03,52,,03,3,52
5600,10,1006,100655,25,4,8,1,0,,,06,55,,06,6,55
5601,12,1213,121350,25,4,8,1,0,,,13,50,,13,13,50
5602,13,1308,130851,25,4,8,1,0,,,08,51,,08,8,51
5603,13,1310,131054,25,4,8,1,0,,,10,54,,10,10,54
5604,13,1311,131151,25,4,8,1,0,,,11,51,,11,11,51
5605,13,1317,131751,25,4,8,1,0,,,17,51,,17,17,51
5606,13,1318,131850,25,4,8,1,0,,,18,50,,18,18,50
5607,21,2104,210453,25,4,8,1,0,,,04,53,,04,4,53
5608,21,2105,210551,25,4,8,1,0,,,05,51,,05,5,51
5609,21,2107,210750,25,4,8,1,0,,,07,50,,07,7,50
5610,24,2401,240150,25,4,8,1,0,,,01,50,,01,1,50
5611,24,2401,240153,25,4,8,1,0,,,01,53,,01,1,53
5612,5,507,50752,25,4,8,1,0,,,07,52,,07,7,52
5614,3,303,30354,25,4,8,1,0,,,03,54,,03,3,54
5800,12,1211,121150,25,4,8,1,0,,,11,50,,11,11,50
5801,1,115,11550,25,4,8,1,0,,,15,50,,15,15,50
5802,1,101,10157,25,4,8,1,0,,,01,57,,01,1,57
5803,1,104,10450,25,4,8,1,0,,,04,50,,04,4,50
5804,3,303,30351,25,4,8,1,0,,,03,51,,03,3,51
5805,3,303,30353,25,4,8,1,0,,,03,53,,03,3,53
5806,4,401,40153,25,4,8,1,0,,,01,53,,01,1,53
5807,4,401,40154,25,4,8,1,0,,,01,54,,01,1,54
5808,7,714,71452,25,4,8,1,0,,,14,52,,14,14,52
5809,7,713,71359,25,4,8,1,0,,,13,59,,13,13,59
5810,8,806,80653,25,4,8,1,0,,,06,53,,06,6,53
5811,9,904,90450,25,4,8,1,0,,,04,50,,04,4,50
5812,9,901,90157,25,4,8,1,0,,,01,57,,01,1,57
5813,9,910,91053,25,4,8,1,0,,,10,53,,10,10,53
5814,9,918,91850,25,4,8,1,0,,,18,50,,18,18,50
5815,10,1006,100654,25,4,8,1,0,,,06,54,,06,6,54
5816,11,1109,110956,25,4,8,1,0,,,09,56,,09,9,56
5817,11,1110,111055,25,4,8,1,0,,,10,55,,10,10,55
5818,11,1105,110550,25,4,8,1,0,,,05,50,,05,5,50
5819,11,1109,110952,25,4,8,1,0,,,09,52,,09,9,52
5820,11,1101,110159,25,4,8,1,0,,,01,59,,01,1,59
5821,11,1103,110353,25,4,8,1,0,,,03,53,,03,3,53
5822,11,1104,110450,25,4,8,1,0,,,04,50,,04,4,50
5823,11,1104,110455,25,4,8,1,0,,,04,55,,04,4,55
5824,12,1201,120153,25,4,8,1,0,,,01,53,,01,1,53
5825,12,1209,120950,25,4,8,1,0,,,09,50,,09,9,50
5826,13,1302,130251,25,4,8,1,0,,,02,51,,02,2,51
5827,13,1303,130354,25,4,8,1,0,,,03,54,,03,3,54
5828,13,1303,130353,25,4,8,1,0,,,03,53,,03,3,53
5829,13,1303,130350,25,4,8,1,0,,,03,50,,03,3,50
5830,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5831,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5832,13,1304,130450,25,4,8,1,0,,,04,50,,04,4,50
5833,13,1306,130653,25,4,8,1,0,,,06,53,,06,6,53
5834,13,1310,131054,25,4,8,1,0,,,10,54,,10,10,54
5835,13,1317,131751,25,4,8,1,0,,,17,51,,17,17,51
5836,13,1311,131151,25,4,8,1,0,,,11,51,,11,11,51
5837,13,1301,130157,25,4,8,1,0,,,01,57,,01,1,57
5838,13,1314,131453,25,4,8,1,0,,,14,53,,14,14,53
5839,14,1402,140255,25,4,8,1,0,,,02,55,,02,2,55
5840,15,1503,150350,25,4,8,1,0,,,03,50,,03,3,50
5841,16,1601,160165,25,4,8,1,0,,,01,65,,01,1,65
5842,17,1701,170158,25,4,8,1,0,,,01,58,,01,1,58
5843,24,2401,240154,25,4,8,1,0,,,01,54,,01,1,54
5844,18,1804,180450,25,4,8,1,0,,,04,50,,04,4,50
90001,1,101,10169,21,4,1,1,1,,,01,69,,01,1,69
90006,1,101,10150,25,4,7,1,0,,,01,50,,01,1,50
90008,1,101,10150,25,4,7,1,0,,,01,50,,01,1,50
90010,1,101,10150,12,3,18,2,0,,,01,50,,01,1,50
90014,4,401,40150,21,4,1,1,0,,,01,50,,01,1,50
90015,4,405,40550,20,4,1,1,0,,,05,50,,05,5,50
90016,4,405,40550,21,4,1,1,0,,,05,50,,05,5,50
90017,4,404,40452,20,4,1,1,0,,,04,52,,04,4,52
90018,4,403,40351,20,4,1,1,0,,,03,51,,03,3,51
90019,4,404,40451,20,4,1,1,0,,,04,51,,04,4,51
90021,4,402,40254,20,4,1,1,0,,,02,54,,02,2,54
90022,4,402,40251,20,4,1,1,0,,,02,51,,02,2,51
90023,4,401,40150,21,4,1,1,0,,,01,50,,01,1,50
90024,4,403,40350,20,4,1,1,0,,,03,50,,03,3,50
90027,8,801,80150,22,4,1,1,1,,,01,50,,01,1,50
90028,8,805,80554,21,4,1,1,0,,,05,54,,05,5,54
90029,8,801,80150,23,4,2,1,0,,,01,50,,01,1,50
90031,11,1111,111156,20,4,1,1,0,,,11,56,,11,11,56
90032,11,1111,111158,20,4,1,1,0,,,11,58,,11,11,58
90033,11,1111,111159,20,4,1,1,0,,,11,59,,11,11,59
90034,11,1111,111151,20,4,1,1,0,,,11,51,,11,11,51
90035,11,1101,110157,20,4,1,1,0,,,01,57,,01,1,57
