Estable,Prov_ubi,Cant_ubi,Parr_ubi,Clase,Tipo,Entidad,Sector,Farm,,,idCanton,idParroquia,,,idCanton,idParroquia
1489,13,1306,130650,12,3,18,2,0,,,06,50,,06,6,50
1490,13,1308,130850,12,3,18,2,1,,,08,50,,08,8,50
1491,13,1301,130151,21,4,1,1,1,,,01,51,,01,1,51
1492,13,1301,130152,21,4,1,1,0,,,01,52,,01,1,52
1493,13,1301,130150,21,4,1,1,0,,,01,50,,01,1,50
1494,13,1301,130150,21,4,1,1,0,,,01,50,,01,1,50
1495,13,1301,130154,21,4,1,1,0,,,01,54,,01,1,54
1496,13,1301,130155,22,4,1,1,1,,,01,55,,01,1,55
1497,13,1301,130156,21,4,1,1,1,,,01,56,,01,1,56
1498,13,1301,130153,21,4,1,1,1,,,01,53,,01,1,53
1499,13,1311,131150,22,4,1,1,1,,,11,50,,11,11,50
1500,13,1302,130252,21,4,1,1,1,,,02,52,,02,2,52
1501,13,1303,130350,22,4,1,1,1,,,03,50,,03,3,50
1502,13,1303,130351,21,4,1,1,0,,,03,51,,03,3,51
1503,13,1303,130352,21,4,1,1,1,,,03,52,,03,3,52
1504,13,1303,130353,21,4,1,1,1,,,03,53,,03,3,53
1505,13,1303,130355,21,4,1,1,0,,,03,55,,03,3,55
1506,13,1305,130550,22,4,1,1,1,,,05,50,,05,5,50
1507,13,1303,130356,21,4,1,1,0,,,03,56,,03,3,56
1508,13,1303,130357,21,4,1,1,0,,,03,57,,03,3,57
1509,13,1304,130450,21,4,1,1,0,,,04,50,,04,4,50
1510,13,1306,130651,21,4,1,1,0,,,06,51,,06,6,51
1511,13,1306,130652,21,4,1,1,1,,,06,52,,06,6,52
1512,13,1306,130653,21,4,1,1,1,,,06,53,,06,6,53
1513,13,1319,131951,21,4,1,1,1,,,19,51,,19,19,51
1514,13,1306,130657,22,4,1,1,0,,,06,57,,06,6,57
1515,13,1306,130650,21,4,1,1,0,,,06,50,,06,6,50
1516,13,1319,131950,22,4,1,1,1,,,19,50,,19,19,50
1517,13,1307,130750,24,4,1,1,1,,,07,50,,07,7,50
1518,13,1308,130851,22,4,1,1,1,,,08,51,,08,8,51
1519,13,1309,130950,22,4,1,1,1,,,09,50,,09,9,50
1520,13,1321,132150,22,4,1,1,1,,,21,50,,21,21,50
1521,13,1310,131051,21,4,1,1,0,,,10,51,,10,10,51
1522,13,1310,131052,21,4,1,1,0,,,10,52,,10,10,52
1523,13,1310,131053,21,4,1,1,0,,,10,53,,10,10,53
1524,13,1310,131054,21,4,1,1,0,,,10,54,,10,10,54
1525,13,1315,131551,21,4,1,1,0,,,15,51,,15,15,51
1526,13,1315,131552,21,4,1,1,0,,,15,52,,15,15,52
1527,13,1315,131550,24,4,1,1,1,,,15,50,,15,15,50
1528,13,1313,131350,24,4,1,1,1,,,13,50,,13,13,50
1529,13,1313,131351,21,4,1,1,0,,,13,51,,13,13,51
1530,13,1313,131352,21,4,1,1,0,,,13,52,,13,13,52
1531,13,1313,131355,21,4,1,1,0,,,13,55,,13,13,55
1532,13,1318,131850,22,4,1,1,1,,,18,50,,18,18,50
1533,13,1314,131450,22,4,1,1,1,,,14,50,,14,14,50
1534,13,1322,132251,21,4,1,1,0,,,22,51,,22,22,51
1535,13,1317,131751,21,4,1,1,0,,,17,51,,17,17,51
1536,13,1314,131453,21,4,1,1,1,,,14,53,,14,14,53
1537,13,1317,131752,21,4,1,1,0,,,17,52,,17,17,52
1538,13,1320,132050,21,4,1,1,1,,,20,50,,20,20,50
1539,13,1317,131750,22,4,1,1,1,,,17,50,,17,17,50
1540,13,1314,131457,21,4,1,1,0,,,14,57,,14,14,57
1541,13,1322,132250,22,4,1,1,1,,,22,50,,22,22,50
1542,13,1314,131453,21,4,1,1,1,,,14,53,,14,14,53
1543,13,1316,131651,21,4,1,1,0,,,16,51,,16,16,51
1544,13,1316,131652,21,4,1,1,0,,,16,52,,16,16,52
1545,13,1316,131650,22,4,1,1,1,,,16,50,,16,16,50
1546,13,1303,130356,21,4,1,1,0,,,03,56,,03,3,56
1547,13,1304,130450,21,4,1,1,0,,,04,50,,04,4,50
1548,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1549,13,1301,130157,21,4,1,1,0,,,01,57,,01,1,57
1550,13,1308,130850,22,4,17,3,1,,,08,50,,08,8,50
1551,13,1309,130950,22,4,1,1,1,,,09,50,,09,9,50
1552,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1554,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1555,13,1301,130150,21,4,1,1,0,,,01,50,,01,1,50
1556,13,1302,130251,21,4,1,1,0,,,02,51,,02,2,51
1557,13,1308,130850,22,4,1,1,0,,,08,50,,08,8,50
1558,13,1304,130450,21,4,1,1,1,,,04,50,,04,4,50
1559,13,1310,131051,21,4,1,1,0,,,10,51,,10,10,51
1560,13,1301,130157,21,4,1,1,1,,,01,57,,01,1,57
1561,13,1301,130150,21,4,1,1,0,,,01,50,,01,1,50
1562,13,1307,130750,21,4,1,1,0,,,07,50,,07,7,50
1563,13,1313,131353,21,4,1,1,0,,,13,53,,13,13,53
1564,13,1317,131753,21,4,1,1,0,,,17,53,,17,17,53
1565,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1566,13,1301,130150,22,4,1,1,0,,,01,50,,01,1,50
1568,13,1306,130657,21,4,1,1,0,,,06,57,,06,6,57
1569,13,1306,130656,21,4,1,1,0,,,06,56,,06,6,56
1570,13,1306,130652,21,4,1,1,0,,,06,52,,06,6,52
1571,13,1311,131151,21,4,1,1,0,,,11,51,,11,11,51
1572,13,1311,131152,21,4,1,1,1,,,11,52,,11,11,52
1573,13,1303,130355,21,4,1,1,0,,,03,55,,03,3,55
1574,13,1313,131353,21,4,1,1,0,,,13,53,,13,13,53
1575,13,1316,131651,21,4,1,1,0,,,16,51,,16,16,51
1576,13,1306,130652,21,4,1,1,0,,,06,52,,06,6,52
1577,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1578,13,1304,130451,21,4,1,1,1,,,04,51,,04,4,51
1579,13,1314,131453,21,4,1,1,0,,,14,53,,14,14,53
1580,13,1306,130654,22,4,1,1,0,,,06,54,,06,6,54
1581,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1582,13,1301,130151,21,4,1,1,0,,,01,51,,01,1,51
1583,13,1301,130156,21,4,1,1,0,,,01,56,,01,1,56
1584,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1586,13,1309,130950,22,4,1,1,0,,,09,50,,09,9,50
1587,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1588,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1589,13,1322,132250,21,4,1,1,0,,,22,50,,22,22,50
1590,13,1313,131350,21,4,1,1,0,,,13,50,,13,13,50
1591,13,1314,131453,21,4,1,1,1,,,14,53,,14,14,53
1592,13,1301,130150,21,4,1,1,0,,,01,50,,01,1,50
1593,13,1301,130155,21,4,1,1,0,,,01,55,,01,1,55
1595,13,1301,130155,21,4,1,1,0,,,01,55,,01,1,55
1597,13,1308,130850,21,4,1,1,1,,,08,50,,08,8,50
1598,13,1309,130950,21,4,1,1,1,,,09,50,,09,9,50
1599,13,1301,130155,21,4,1,1,0,,,01,55,,01,1,55
1602,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1603,13,1301,130150,21,4,1,1,1,,,01,50,,01,1,50
1606,13,1301,130153,21,4,1,1,1,,,01,53,,01,1,53
1607,13,1302,130250,21,4,1,1,1,,,02,50,,02,2,50
1608,13,1303,130350,21,4,1,1,0,,,03,50,,03,3,50
1611,13,1308,130850,21,4,1,1,1,,,08,50,,08,8,50
1612,13,1308,130850,21,4,1,1,0,,,08,50,,08,8,50
1613,13,1308,130850,22,4,1,1,1,,,08,50,,08,8,50
1614,13,1308,130850,22,4,1,1,0,,,08,50,,08,8,50
1616,13,1301,130150,25,4,6,1,1,,,01,50,,01,1,50
1618,13,1301,130150,25,4,2,1,0,,,01,50,,01,1,50
1619,13,1301,130150,25,4,2,1,0,,,01,50,,01,1,50
1621,13,1301,130150,26,4,9,1,0,,,01,50,,01,1,50
1623,13,1301,130150,25,4,12,1,0,,,01,50,,01,1,50
1624,13,1314,131450,25,4,6,1,0,,,14,50,,14,14,50
1625,13,1306,130650,29,4,9,1,1,,,06,50,,06,6,50
1626,13,1306,130650,25,4,11,1,0,,,06,50,,06,6,50
1627,13,1301,130150,25,4,7,1,0,,,01,50,,01,1,50
1631,13,1308,130850,31,4,11,1,1,,,08,50,,08,8,50
1634,13,1308,130850,31,4,18,2,0,,,08,50,,08,8,50
1635,13,1301,130150,31,4,17,3,0,,,01,50,,01,1,50
1638,13,1309,130950,25,4,7,1,0,,,09,50,,09,9,50
1641,13,1308,130850,25,4,6,1,1,,,08,50,,08,8,50
1647,14,1401,140150,2,1,1,1,1,,,01,50,,01,1,50
1648,14,1402,140250,1,5,1,1,1,,,02,50,,02,2,50
1649,14,1403,140350,1,5,1,1,1,,,03,50,,03,3,50
1650,14,1405,140550,1,5,1,1,1,,,05,50,,05,5,50
1651,14,1406,140650,1,5,1,1,1,,,06,50,,06,6,50
1652,14,1409,140950,1,5,1,1,1,,,09,50,,09,9,50
1656,14,1401,140157,21,4,1,1,1,,,01,57,,01,1,57
1657,14,1407,140751,21,4,1,1,0,,,07,51,,07,7,51
1658,14,1401,140157,20,4,1,1,0,,,01,57,,01,1,57
1659,14,1401,140162,21,4,1,1,0,,,01,62,,01,1,62
1660,14,1401,140151,20,4,1,1,0,,,01,51,,01,1,51
1661,14,1401,140157,21,4,1,1,0,,,01,57,,01,1,57
1662,14,1409,140952,21,4,1,1,0,,,09,52,,09,9,52
1663,14,1401,140158,22,4,1,1,0,,,01,58,,01,1,58
1664,14,1411,141150,20,4,1,1,0,,,11,50,,11,11,50
1665,14,1402,140254,21,4,1,1,0,,,02,54,,02,2,54
1666,14,1404,140450,22,4,1,1,1,,,04,50,,04,4,50
1667,14,1412,141250,21,4,1,1,0,,,12,50,,12,12,50
1668,14,1405,140553,21,4,1,1,0,,,05,53,,05,5,53
1669,14,1410,141052,20,4,1,1,0,,,10,52,,10,10,52
1670,14,1406,140650,22,4,1,1,1,,,06,50,,06,6,50
1671,14,1410,141051,21,4,1,1,0,,,10,51,,10,10,51
1672,14,1410,141051,20,4,1,1,0,,,10,51,,10,10,51
1673,14,1401,140162,20,4,1,1,0,,,01,62,,01,1,62
1674,14,1411,141150,22,4,1,1,0,,,11,50,,11,11,50
1675,14,1402,140253,21,4,1,1,0,,,02,53,,02,2,53
1676,14,1408,140850,21,4,1,1,0,,,08,50,,08,8,50
1677,14,1410,141050,21,4,1,1,1,,,10,50,,10,10,50
1678,14,1406,140652,21,4,1,1,1,,,06,52,,06,6,52
1679,14,1403,140357,20,4,1,1,0,,,03,57,,03,3,57
1680,14,1409,140953,21,4,1,1,0,,,09,53,,09,9,53
1681,14,1403,140358,21,4,1,1,0,,,03,58,,03,3,58
1683,14,1405,140551,21,4,1,1,0,,,05,51,,05,5,51
1684,14,1405,140556,21,4,1,1,0,,,05,56,,05,5,56
1685,14,1412,141251,21,4,1,1,1,,,12,51,,12,12,51
1686,14,1403,140351,21,4,1,1,0,,,03,51,,03,3,51
1687,14,1402,140256,21,4,1,1,0,,,02,56,,02,2,56
1689,14,1403,140357,21,4,1,1,0,,,03,57,,03,3,57
1690,14,1405,140554,21,4,1,1,0,,,05,54,,05,5,54
1692,14,1407,140750,21,4,1,1,1,,,07,50,,07,7,50
1693,14,1412,141251,20,4,1,1,0,,,12,51,,12,12,51
1694,14,1406,140650,20,4,1,1,0,,,06,50,,06,6,50
1695,14,1407,140751,21,4,1,1,0,,,07,51,,07,7,51
1696,14,1409,140951,20,4,1,1,0,,,09,51,,09,9,51
1697,14,1409,140951,20,4,1,1,0,,,09,51,,09,9,51
1698,14,1401,140150,1,5,6,1,1,,,01,50,,01,1,50
1699,14,1409,140950,25,4,3,1,0,,,09,50,,09,9,50
1700,14,1405,140553,25,4,3,1,0,,,05,53,,05,5,53
1703,14,1406,140650,22,4,6,1,1,,,06,50,,06,6,50
1704,14,1406,140650,21,4,1,1,1,,,06,50,,06,6,50
1705,14,1401,140150,22,4,1,1,1,,,01,50,,01,1,50
1708,15,1501,150150,2,1,1,1,1,,,01,50,,01,1,50
1709,15,1503,150350,1,5,16,1,1,,,03,50,,03,3,50
1710,22,2202,220250,1,5,16,1,0,,,02,50,,02,2,50
1712,22,2201,220150,2,1,1,1,1,,,01,50,,01,1,50
1713,15,1504,150450,1,5,16,1,1,,,04,50,,04,4,50
1714,22,2201,220150,2,1,3,1,1,,,01,50,,01,1,50
1715,15,1507,150750,1,5,1,1,1,,,07,50,,07,7,50
1716,15,1501,150155,21,4,1,1,1,,,01,55,,01,1,55
1717,15,1504,150450,21,4,1,1,1,,,04,50,,04,4,50
1718,15,1507,150752,21,4,1,1,0,,,07,52,,07,7,52
1719,15,1501,150151,21,4,1,1,1,,,01,51,,01,1,51
1720,22,2203,220350,22,4,1,1,1,,,03,50,,03,3,50
1721,15,1501,150153,21,4,1,1,0,,,01,53,,01,1,53
1722,15,1509,150950,21,4,1,1,1,,,09,50,,09,9,50
1723,15,1503,150352,21,4,1,1,1,,,03,52,,03,3,52
1724,22,2204,220450,22,4,1,1,1,,,04,50,,04,4,50
1725,15,1507,150751,21,4,1,1,0,,,07,51,,07,7,51
1726,15,1503,150350,22,4,1,1,0,,,03,50,,03,3,50
1727,15,1507,150754,21,4,1,1,0,,,07,54,,07,7,54
1728,22,2204,220452,21,4,1,1,0,,,04,52,,04,4,52
1729,15,1501,150157,21,4,1,1,0,,,01,57,,01,1,57
1730,22,2203,220353,21,4,1,1,0,,,03,53,,03,3,53
1733,15,1501,150156,21,4,1,1,1,,,01,56,,01,1,56
1734,22,2203,220354,21,4,1,1,0,,,03,54,,03,3,54
1735,15,1504,150454,20,4,1,1,0,,,04,54,,04,4,54
1736,15,1504,150455,20,4,1,1,0,,,04,55,,04,4,55
1741,15,1501,150150,11,1,6,1,1,,,01,50,,01,1,50
1742,22,2201,220150,23,4,18,2,0,,,01,50,,01,1,50
1743,22,2201,220151,23,4,9,1,0,,,01,51,,01,1,51
1746,15,1501,150150,25,4,7,1,0,,,01,50,,01,1,50
1747,16,1601,160150,2,1,1,1,1,,,01,50,,01,1,50
1749,16,1601,160150,2,1,3,1,1,,,01,50,,01,1,50
1751,16,1601,160150,1,5,6,1,1,,,01,50,,01,1,50
1752,16,1602,160250,21,4,1,1,0,,,02,50,,02,2,50
1754,16,1602,160251,21,4,1,1,0,,,02,51,,02,2,51
1755,16,1602,160252,21,4,1,1,0,,,02,52,,02,2,52
1756,16,1604,160451,21,4,1,1,0,,,04,51,,04,4,51
1757,16,1601,160154,21,4,1,1,0,,,01,54,,01,1,54
1758,16,1601,160155,21,4,1,1,0,,,01,55,,01,1,55
1759,16,1601,160165,21,4,1,1,0,,,01,65,,01,1,65
1760,16,1601,160156,21,4,1,1,0,,,01,56,,01,1,56
1761,16,1601,160163,21,4,1,1,0,,,01,63,,01,1,63
1762,16,1601,160164,21,4,1,1,0,,,01,64,,01,1,64
1763,16,1604,160450,21,4,1,1,0,,,04,50,,04,4,50
1764,16,1601,160157,20,4,1,1,0,,,01,57,,01,1,57
1765,16,1601,160152,21,4,1,1,0,,,01,52,,01,1,52
1768,16,1601,160162,21,4,1,1,0,,,01,62,,01,1,62
1769,16,1601,160161,21,4,1,1,0,,,01,61,,01,1,61
1771,16,1601,160161,21,4,1,1,0,,,01,61,,01,1,61
1774,16,1603,160350,21,4,1,1,0,,,03,50,,03,3,50
1776,16,1601,160150,21,4,1,1,0,,,01,50,,01,1,50
1777,16,1604,160451,21,4,1,1,0,,,04,51,,04,4,51
1778,16,1601,160156,21,4,1,1,0,,,01,56,,01,1,56
1779,16,1604,160450,21,4,1,1,0,,,04,50,,04,4,50
1780,16,1601,160162,21,4,1,1,0,,,01,62,,01,1,62
1781,16,1601,160162,21,4,1,1,0,,,01,62,,01,1,62
1782,16,1601,160162,20,4,1,1,0,,,01,62,,01,1,62
1783,16,1601,160166,21,4,1,1,0,,,01,66,,01,1,66
1784,16,1601,160165,21,4,1,1,0,,,01,65,,01,1,65
1785,16,1604,160450,20,4,1,1,0,,,04,50,,04,4,50
1792,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1793,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1796,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1799,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1800,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1801,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1802,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1803,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1804,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1805,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1806,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1807,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1810,17,1701,170150,2,1,11,1,1,,,01,50,,01,1,50
1811,17,1701,170150,11,1,6,1,1,,,01,50,,01,1,50
1812,17,1701,170150,5,1,1,1,1,,,01,50,,01,1,50
1813,17,1701,170150,11,1,1,1,1,,,01,50,,01,1,50
1814,17,1701,170150,10,2,1,1,1,,,01,50,,01,1,50
1815,17,1701,170150,2,1,1,1,1,,,01,50,,01,1,50
1816,17,1701,170150,2,1,2,1,1,,,01,50,,01,1,50
1817,17,1701,170150,6,2,18,2,1,,,01,50,,01,1,50
1818,17,1701,170150,8,2,15,1,1,,,01,50,,01,1,50
1819,17,1701,170150,11,1,3,1,1,,,01,50,,01,1,50
1820,17,1701,170150,2,1,18,2,1,,,01,50,,01,1,50
1821,17,1701,170150,6,2,1,1,1,,,01,50,,01,1,50
1822,17,1701,170150,4,1,1,1,1,,,01,50,,01,1,50
1823,17,1701,170150,7,2,1,1,1,,,01,50,,01,1,50
1824,17,1701,170151,16,2,17,3,0,,,01,51,,01,1,51
1825,17,1701,170156,6,2,1,1,1,,,01,56,,01,1,56
1826,17,1701,170169,1,5,1,1,1,,,01,69,,01,1,69
1828,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1829,17,1702,170250,1,5,1,1,1,,,02,50,,02,2,50
1830,17,1703,170350,1,5,1,1,1,,,03,50,,03,3,50
1831,17,1705,170550,1,5,1,1,1,,,05,50,,05,5,50
1832,23,2301,230150,12,3,18,2,0,,,01,50,,01,1,50
1833,23,2301,230150,2,1,1,1,1,,,01,50,,01,1,50
1834,23,2301,230150,12,3,18,2,0,,,01,50,,01,1,50
1835,17,1701,170150,13,1,18,2,0,,,01,50,,01,1,50
1837,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1838,17,1701,170185,1,5,1,1,1,,,01,85,,01,1,85
1839,17,1701,170150,2,1,1,1,1,,,01,50,,01,1,50
1841,23,2301,230150,12,3,18,2,0,,,01,50,,01,1,50
1844,17,1701,170150,11,1,18,2,1,,,01,50,,01,1,50
1846,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1847,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1848,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1849,17,1701,170150,13,1,18,2,0,,,01,50,,01,1,50
1850,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1853,17,1705,170550,12,3,18,2,0,,,05,50,,05,5,50
1856,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1858,17,1701,170150,12,3,18,2,1,,,01,50,,01,1,50
1860,17,1701,170150,12,3,18,2,0,,,01,50,,01,1,50
1862,17,1703,170350,12,3,18,2,0,,,03,50,,03,3,50
1866,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1867,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1868,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1869,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1870,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1871,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1872,17,1701,170150,22,4,1,1,0,,,01,50,,01,1,50
1873,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1874,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1875,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1877,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1879,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1880,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1881,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1882,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1883,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1885,17,1701,170151,21,4,1,1,0,,,01,51,,01,1,51
1886,17,1701,170151,21,4,1,1,0,,,01,51,,01,1,51
1887,17,1701,170152,21,4,1,1,0,,,01,52,,01,1,52
1888,17,1701,170153,21,4,1,1,0,,,01,53,,01,1,53
1889,17,1701,170155,22,4,1,1,1,,,01,55,,01,1,55
1890,17,1701,170154,21,4,1,1,0,,,01,54,,01,1,54
1891,17,1701,170156,22,4,1,1,1,,,01,56,,01,1,56
1893,17,1701,170157,21,4,1,1,0,,,01,57,,01,1,57
1894,17,1701,170159,21,4,1,1,0,,,01,59,,01,1,59
1895,17,1701,170163,21,4,1,1,1,,,01,63,,01,1,63
1896,17,1701,170161,21,4,1,1,0,,,01,61,,01,1,61
1897,17,1707,170751,21,4,1,1,0,,,07,51,,07,7,51
1898,17,1701,170168,21,4,1,1,0,,,01,68,,01,1,68
1899,17,1701,170171,21,4,1,1,0,,,01,71,,01,1,71
1900,17,1701,170172,21,4,1,1,0,,,01,72,,01,1,72
1901,17,1708,170850,22,4,1,1,1,,,08,50,,08,8,50
1902,17,1701,170175,21,4,1,1,0,,,01,75,,01,1,75
1903,17,1701,170176,21,4,1,1,0,,,01,76,,01,1,76
1904,17,1701,170177,21,4,1,1,0,,,01,77,,01,1,77
1905,17,1701,170178,21,4,1,1,0,,,01,78,,01,1,78
1906,17,1701,170179,21,4,1,1,0,,,01,79,,01,1,79
1907,17,1701,170160,21,4,1,1,0,,,01,60,,01,1,60
1908,17,1701,170180,21,4,1,1,0,,,01,80,,01,1,80
1909,17,1701,170181,21,4,1,1,0,,,01,81,,01,1,81
1910,17,1707,170750,21,4,1,1,1,,,07,50,,07,7,50
1911,17,1701,170184,21,4,1,1,0,,,01,84,,01,1,84
1912,17,1701,170186,21,4,1,1,0,,,01,86,,01,1,86
1913,17,1701,170170,21,4,1,1,0,,,01,70,,01,1,70
1914,17,1709,170950,21,4,1,1,1,,,09,50,,09,9,50
1915,17,1702,170250,21,4,1,1,0,,,02,50,,02,2,50
1916,17,1702,170252,21,4,1,1,0,,,02,52,,02,2,52
1917,17,1702,170253,21,4,1,1,0,,,02,53,,02,2,53
1918,17,1702,170254,21,4,1,1,0,,,02,54,,02,2,54
1919,17,1702,170251,21,4,1,1,0,,,02,51,,02,2,51
1920,17,1703,170351,21,4,1,1,0,,,03,51,,03,3,51
1921,17,1703,170355,21,4,1,1,0,,,03,55,,03,3,55
1922,17,1703,170356,21,4,1,1,0,,,03,56,,03,3,56
1923,17,1703,170357,21,4,1,1,0,,,03,57,,03,3,57
1924,17,1703,170352,21,4,1,1,0,,,03,52,,03,3,52
1925,17,1704,170450,22,4,1,1,1,,,04,50,,04,4,50
1926,17,1704,170451,21,4,1,1,0,,,04,51,,04,4,51
1927,17,1704,170452,21,4,1,1,0,,,04,52,,04,4,52
1928,17,1704,170453,21,4,1,1,0,,,04,53,,04,4,53
1929,17,1705,170551,21,4,1,1,0,,,05,51,,05,5,51
1930,17,1705,170550,21,4,1,1,0,,,05,50,,05,5,50
1931,17,1705,170550,21,4,1,1,0,,,05,50,,05,5,50
1933,23,2302,230250,22,4,1,1,1,,,02,50,,02,2,50
1934,23,2301,230150,21,4,1,1,1,,,01,50,,01,1,50
1935,23,2302,230250,21,4,1,1,1,,,02,50,,02,2,50
1936,23,2301,230151,21,4,1,1,1,,,01,51,,01,1,51
1937,23,2301,230154,21,4,1,1,1,,,01,54,,01,1,54
1938,17,1704,170454,21,4,1,1,0,,,04,54,,04,4,54
1940,17,1701,170150,21,4,1,1,1,,,01,50,,01,1,50
1941,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1942,17,1701,170150,21,4,1,1,1,,,01,50,,01,1,50
1943,17,1703,170354,21,4,1,1,0,,,03,54,,03,3,54
1944,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1945,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1946,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1947,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1948,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1949,17,1705,170550,21,4,1,1,0,,,05,50,,05,5,50
1950,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1951,17,1702,170255,21,4,1,1,0,,,02,55,,02,2,55
1953,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1954,17,1701,170166,21,4,1,1,0,,,01,66,,01,1,66
1955,17,1701,170165,21,4,1,1,0,,,01,65,,01,1,65
1956,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1957,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1958,17,1701,170183,21,4,1,1,0,,,01,83,,01,1,83
1959,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1960,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1961,17,1701,170174,21,4,1,1,0,,,01,74,,01,1,74
1962,17,1701,170158,21,4,1,1,0,,,01,58,,01,1,58
1963,17,1701,170164,21,4,1,1,0,,,01,64,,01,1,64
1965,23,2301,230157,21,4,1,1,0,,,01,57,,01,1,57
1966,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1967,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1968,23,2301,230157,21,4,1,1,1,,,01,57,,01,1,57
1969,17,1701,170150,23,4,12,1,0,,,01,50,,01,1,50
1970,23,2301,230153,21,4,1,1,1,,,01,53,,01,1,53
1971,23,2301,230150,21,4,1,1,1,,,01,50,,01,1,50
1972,17,1701,170150,21,4,1,1,1,,,01,50,,01,1,50
1973,23,2301,230153,21,4,1,1,1,,,01,53,,01,1,53
1974,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1975,17,1701,170162,21,4,1,1,0,,,01,62,,01,1,62
1976,17,1701,170150,21,4,1,1,1,,,01,50,,01,1,50
1978,17,1701,170150,22,4,1,1,1,,,01,50,,01,1,50
1979,23,2301,230150,22,4,1,1,1,,,01,50,,01,1,50
1980,17,1703,170353,21,4,1,1,0,,,03,53,,03,3,53
1981,23,2301,230155,21,4,1,1,0,,,01,55,,01,1,55
1982,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1985,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1986,17,1701,170150,22,4,1,1,0,,,01,50,,01,1,50
1987,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1988,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1989,17,1701,170150,22,4,1,1,0,,,01,50,,01,1,50
1990,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
1991,23,2301,230150,21,4,1,1,1,,,01,50,,01,1,50
1992,17,1705,170550,21,4,1,1,0,,,05,50,,05,5,50
1993,17,1701,170150,21,4,1,1,0,,,01,50,,01,1,50
